,Open,High,Low,Close,Volume
2008-10-31,356.16,371.96,354.27,359.36,7423300
2008-11-03,357.58,362.99,341.43,346.49,5954500
2008-11-04,353.44,372.36,345.5,366.94,7349900
2008-11-05,362.15,368.88,341.31,342.24,6946500
2008-11-06,339.97,344.42,325.81,331.22,8574800
2008-11-07,333.12,341.15,325.33,331.14,4681300
2008-11-10,328,329.44,309.47,318.78,8080100
2008-11-11,308.69,316.3,300.52,311.46,10146600
2008-11-12,302.05,312.49,287.76,291,10051100
2008-11-13,291.77,313,280,312.08,13234700
2008-11-14,303.25,324.99,302.56,310.02,9517100
2008-11-17,303,310.16,297.95,300.12,7543800
2008-11-18,301.57,303.73,285.35,297.42,8346100
2008-11-19,295.39,300.19,278.58,280.18,7834600
2008-11-20,274.89,282.94,259.04,259.56,9779400
2008-11-21,262.51,269.37,247.3,262.43,10244500
2008-11-24,269.26,269.95,249.01,257.44,10054700
2008-11-25,268.68,286.66,267.32,282.05,10771200
2008-11-26,280.28,295.46,276.2,292.09,6356600
2008-11-28,290.58,296.45,288.28,292.96,2565500
2008-12-01,286.68,287.38,265.98,265.99,5711200
2008-12-02,269.73,277.78,262.58,275.11,5839700
2008-12-03,269.85,281.36,265.34,279.43,5904800
2008-12-04,276.53,283.49,268.77,274.34,4886600
2008-12-05,271.02,284.24,264.02,283.99,6521200
2008-12-08,289.99,309.44,282,302.11,8144300
2008-12-09,297.69,318,297.01,305.97,6889900
2008-12-10,309.24,314.9,304.51,308.82,5237000
2008-12-11,304.17,312.88,297.8,300.22,6179200
2008-12-12,295.71,316.47,294,315.76,5722100
2008-12-15,314.01,318.49,305.11,310.67,6737900
2008-12-16,314.52,329.5,311.27,325.28,7059600
2008-12-17,318.64,322.13,312.42,315.24,5789700
2008-12-18,316.7,320.35,309.11,310.28,4763500
2008-12-19,310.99,317.79,309,310.17,5612600
2008-12-22,308.56,309.5,290.63,297.11,3917600
2008-12-23,300.43,303.31,296.67,298.02,3777700
2008-12-24,301.48,306.34,298.38,302.95,1921500
2008-12-26,304.07,305.26,298.31,300.36,1959100
2008-12-29,300.22,301.38,291.58,297.42,3701900
2008-12-30,300.8,306.81,298.71,303.11,3843500
2008-12-31,304.2,311,302.61,307.65,2886800
2009-01-02,308.6,321.82,305.5,321.32,3610500
2009-01-05,321,331.24,315,328.05,4889000
2009-01-06,332.98,340.8,326.39,334.06,6425200
2009-01-07,328.32,330.91,318.75,322.01,4494500
2009-01-08,318.28,325.19,317.34,325.19,3600700
2009-01-09,327.5,327.5,313.4,315.07,4340500
2009-01-12,316.31,318.95,310.23,312.69,3304300
2009-01-13,311.77,320.6,310.39,314.32,4432500
2009-01-14,310,313.8,297.75,300.97,5467900
2009-01-15,297.57,303.58,286.79,298.99,5934500
2009-01-16,305.02,308.25,295.7,299.67,5224400
2009-01-20,299.14,299.5,282.75,282.75,5048200
2009-01-21,288.35,303.5,288.35,303.08,4924500
2009-01-22,298.04,309.35,295.15,306.5,8267000
2009-01-23,309.27,331.96,304.22,324.7,10732800
2009-01-26,324.85,328,320.56,323.87,4610700
2009-01-27,326.45,333.87,324.27,331.48,4927300
2009-01-28,337.98,352.33,336.31,348.67,7691400
2009-01-29,344.54,345.05,340.11,343.32,7283800
2009-01-30,344.69,348.8,336,338.53,4672000
2009-02-02,334.29,345,332,340.57,5206900
2009-02-03,342.57,343,333.83,340.45,6556500
2009-02-04,340.07,354.44,339.17,343,6817400
2009-02-05,340.91,355.38,337,353.72,7264400
2009-02-06,356.46,373.81,355.44,371.28,7038100
2009-02-09,371.28,381,367.3,378.77,4977300
2009-02-10,375.98,377.5,357.89,358.51,7103700
2009-02-11,358.95,365,353,358.04,5231600
2009-02-12,353.16,363.62,351.48,363.05,5550300
2009-02-13,362.19,362.99,355.23,357.68,4146700
2009-02-17,346.51,347.09,339.69,342.66,5680400
2009-02-18,347.24,353.38,340.52,353.11,6024500
2009-02-19,357.47,359.8,341.41,342.64,4988700
2009-02-20,338.05,348.92,335,346.45,6217100
2009-02-23,347,349.8,329.55,330.06,5221100
2009-02-24,331.02,349.62,330.89,345.45,6095900
2009-02-25,342.15,352.3,338.92,341.64,6439100
2009-02-26,345.96,352.49,337.16,337.18,5605600
2009-02-27,332.95,343.82,331.11,337.99,5420000
2009-03-02,333.33,340.7,326,327.16,5788500
2009-03-03,330.07,333.69,322.35,325.48,6524800
2009-03-04,323.16,329,315.38,318.92,7818400
2009-03-05,316.48,319.08,302.64,305.64,6529900
2009-03-06,307.22,310.19,294.25,308.57,7234200
2009-03-09,299.98,306.57,289.45,290.89,6471300
2009-03-10,298.25,310.5,294.25,308.17,6730200
2009-03-11,310.1,320,305.71,317.91,5923600
2009-03-12,317.54,325,313.65,323.53,5024100
2009-03-13,326.1,327.46,319.03,324.42,3906400
2009-03-16,325.99,329.73,318.59,319.69,4946800
2009-03-17,320.18,335.34,319.09,335.34,4712500
2009-03-18,334.81,340,328.05,333.1,5012200
2009-03-19,331.68,336,327.38,329.94,4111200
2009-03-20,330.3,332.99,326.34,330.16,4737900
2009-03-23,333.56,349.45,333.03,348.6,4271500
2009-03-24,346.5,353.84,344,347.17,3820000
2009-03-25,350.4,351.34,336.25,344.07,4336300
2009-03-26,353.13,359.16,348.5,353.29,6003300
2009-03-27,350,352,345.47,347.7,3322800
2009-03-30,342.55,343.81,336.05,342.69,3094100
2009-03-31,348.93,353.51,346.18,348.06,3655300
2009-04-01,343.78,355.24,340.61,354.09,3301200
2009-04-02,363.31,369.76,360.32,362.5,4488000
2009-04-03,364.5,371.72,358,369.78,3789800
2009-04-06,367,369.82,361.4,368.24,3280300
2009-04-07,362.6,363.75,355.31,358.65,3680100
2009-04-08,363.5,365,356.21,362,2765200
2009-04-09,369.5,374.35,366.25,372.5,3382600
2009-04-13,371.33,379.1,370.3,378.11,3050100
2009-04-14,376.94,376.99,365.6,368.91,3428600
2009-04-15,367.1,381.06,364.16,379.5,4930700
2009-04-16,381.5,392.9,381.02,388.74,10185100
2009-04-17,386.02,399.82,384.81,392.24,10730800
2009-04-20,386.15,390.65,375.89,379.3,4428900
2009-04-21,376.17,384.3,376.1,381.47,3695400
2009-04-22,381.75,390,379.01,383.86,3501800
2009-04-23,387.51,389.75,381.11,384.69,2609000
2009-04-24,386.05,393.18,380.5,389.49,3385400
2009-04-27,384.34,389.49,382.75,385.95,2290600
2009-04-28,383.75,389.05,381.54,383.71,2943600
2009-04-29,385.97,394.97,385.83,391.47,3610000
2009-04-30,395.76,403.75,394.8,395.97,4355700
2009-05-01,395.03,397.59,391.55,393.69,2427700
2009-05-04,398.17,402.4,394.79,401.98,3203000
2009-05-05,399.98,405,397.25,402.99,2400800
2009-05-06,406.79,408.28,401,403.47,2632900
2009-05-07,404.1,404.99,392.5,396.61,2999800
2009-05-08,402.85,410.13,395,407.33,3865100
2009-05-11,402.8,412,401.2,407.98,2559300
2009-05-12,410.01,410.99,395.11,399.01,3790800
2009-05-13,394.09,396.39,388.35,389.54,2842800
2009-05-14,388.8,392.21,384.69,387.5,2937000
2009-05-15,391.1,394.11,389.09,390,3008700
2009-05-18,394.73,397.31,385.4,396.84,3351700
2009-05-19,396.1,401.64,393,398.88,2837500
2009-05-20,402.09,405.67,395,397.18,2284000
2009-05-21,396.3,402.84,393.84,396.5,2719800
2009-05-22,396.66,398.65,392,393.5,1718600
2009-05-26,391.95,405,390,404.36,3104500
2009-05-27,405.64,411.86,404.81,405.56,3034300
2009-05-28,408.68,411.62,404.61,410.4,2668800
2009-05-29,412.11,417.23,410.7,417.23,2648200
2009-06-01,418.73,429.6,418.53,426.56,3322400
2009-06-02,426.25,429.96,423.4,428.4,2623600
2009-06-03,426,432.46,424,431.65,3532800
2009-06-04,435.3,441.24,434.5,440.28,3638100
2009-06-05,445.07,447.34,439.46,444.32,3680800
2009-06-08,439.5,440.92,434.12,438.77,3098700
2009-06-09,438.58,440.5,431.76,435.62,3254900
2009-06-10,436.23,437.89,426.67,432.6,3358900
2009-06-11,431.77,433.73,428.37,429,2865200
2009-06-12,426.86,427.7,421.21,424.84,2918400
2009-06-15,421.5,421.5,414,416.77,3736900
2009-06-16,419.31,421.09,415.42,416,3049700
2009-06-17,416.19,419.72,411.56,415.16,3490100
2009-06-18,415.68,418.69,413,414.06,3085200
2009-06-19,418.21,420.46,414.58,420.09,4259100
2009-06-22,416.95,417.49,401.89,407.35,4124400
2009-06-23,406.65,408.99,402.55,405.68,2899600
2009-06-24,408.74,412.23,406.56,409.29,2457800
2009-06-25,407,415.9,406.51,415.77,3044500
2009-06-26,413.68,428.23,413.11,425.32,3256700
2009-06-29,426,427.8,422.24,424.14,2169300
2009-06-30,424,427.21,418.22,421.59,2593900
2009-07-01,424.2,426.4,418.15,418.99,2310800
2009-07-02,415.41,415.41,406.81,408.49,2517600
2009-07-06,406.5,410.64,401.66,409.61,2262600
2009-07-07,408.24,409.19,395.98,396.63,3259300
2009-07-08,400,406,398.06,402.49,3441200
2009-07-09,406.12,414.45,405.8,410.39,3275600
2009-07-10,409.58,417.37,408.7,414.4,2926600
2009-07-13,416.17,424.52,415.18,424.3,4045700
2009-07-14,423.71,426.73,420.87,424.69,2895800
2009-07-15,429.66,438.68,428.49,438.17,3777000
2009-07-16,436.68,445.75,434.1,442.6,6554500
2009-07-17,433,435.48,426.7,430.25,6854100
2009-07-20,429.88,432.85,426.25,430.17,3153500
2009-07-21,430.94,431.9,425.72,427.9,2968200
2009-07-22,428,430.2,423.5,427.69,2586700
2009-07-23,428.68,441.21,425.5,437.34,3478200
2009-07-24,435.81,450.49,435,446.72,3626900
2009-07-27,446.04,446.75,437.61,444.8,2504400
2009-07-28,441,442.81,436.1,439.85,2532500
2009-07-29,437.23,437.8,431.89,436.24,1987000
2009-07-30,442.61,451.47,442.61,445.64,3198600
2009-07-31,449.98,452.7,442.43,443.05,2860400
2009-08-03,448.74,453.9,447.64,452.21,2590300
2009-08-04,449.37,454,448.43,453.73,2389800
2009-08-05,456,456.91,447.88,451.14,2342000
2009-08-06,454.3,454.88,448.53,450.36,2110900
2009-08-07,455.67,459.42,454.99,457.1,2543100
2009-08-10,455.14,458.41,453.79,456.61,1742000
2009-08-11,453.67,457.23,452.38,453.94,1712500
2009-08-12,455.41,461.75,454.92,458.58,2341400
2009-08-13,462.15,464.72,458.91,462.28,1995200
2009-08-14,462.78,463.18,456.89,460,1675100
2009-08-17,451.5,451.99,443.12,444.89,2620200
2009-08-18,445.1,447.7,442.32,445.28,2351100
2009-08-19,439.99,445,438.56,443.97,2255000
2009-08-20,452,462.18,451.23,460.41,3998900
2009-08-21,465.54,466.09,462.65,465.24,3560500
2009-08-24,467.35,470.09,464.42,468.73,2453400
2009-08-25,469.13,474.35,468.72,471.37,2341000
2009-08-26,472.76,473,466.7,468,1987800
2009-08-27,468.58,468.58,460.73,466.06,1998900
2009-08-28,469.26,472.37,463.38,464.75,1771600
2009-08-31,459.79,461.86,458,461.67,1957900
2009-09-01,459.68,466.82,454.42,455.76,2594900
2009-09-02,455.82,458.33,452.59,453.01,1804800
2009-09-03,455.82,458.25,455,457.52,1646200
2009-09-04,457.57,462.6,455.78,461.3,1499200
2009-09-08,464.29,466.99,455.84,458.62,2656700
2009-09-09,459.06,466.27,458.8,463.97,2195400
2009-09-10,466.65,470.94,462,470.94,2534600
2009-09-11,470.4,473.3,467.63,472.14,1902900
2009-09-14,470.51,476.8,470.05,475.12,1975700
2009-09-15,475.08,478.91,472.71,477.54,2398100
2009-09-16,479.8,489.37,478.48,488.29,2585300
2009-09-17,490.57,497.37,487.15,491.72,4483100
2009-09-18,496.77,496.98,491.23,491.46,3283500
2009-09-21,487.74,498.9,486.22,497,2116400
2009-09-22,500.92,501.99,497.81,499.06,3041200
2009-09-23,500.78,507,497.71,498.46,2704200
2009-09-24,500.47,501.41,493,496.77,2527600
2009-09-25,494.29,499.93,492,492.48,2049600
2009-09-28,494.84,501.5,493.3,498.53,1839300
2009-09-29,499.53,499.75,493.01,498.53,2099200
2009-09-30,500,500.14,487.24,495.85,3141700
2009-10-01,493,496.47,487,487.2,2813200
2009-10-02,483.74,491.74,482.6,484.58,2600800
2009-10-05,487.65,492.43,483.34,488.52,2144600
2009-10-06,491.7,499.37,491.7,498.74,2732300
2009-10-07,499,518.99,497.81,517.54,4874200
2009-10-08,519.57,523.25,513.34,514.18,4303800
2009-10-09,516.65,521.51,514.5,516.25,2738100
2009-10-12,523.42,525.76,519.32,524.04,3322200
2009-10-13,524.39,527.46,521.38,526.11,3037400
2009-10-14,532.46,535.58,530,535.32,3258400
2009-10-15,533.75,536.9,527.27,529.91,6100400
2009-10-16,547.33,554.75,544.53,549.85,8841900
2009-10-19,552.69,553.6,548.73,552.09,3217900
2009-10-20,551.64,552.95,540.7,551.72,4043700
2009-10-21,549.91,559.35,549,551.1,3670600
2009-10-22,550,555,548,554.09,2336500
2009-10-23,555.25,557.89,551.2,553.69,2392700
2009-10-26,555.75,561.64,550.89,554.21,2970400
2009-10-27,550.97,554.56,544.16,548.29,3216500
2009-10-28,547.87,550,538.25,540.3,2567800
2009-10-29,543.01,551.83,541,551.05,2522600
2009-10-30,550,550.17,534.24,536.12,3468500
2009-11-02,537.08,539.46,528.24,533.99,3202100
2009-11-03,530.01,537.5,528.3,537.29,2380200
2009-11-04,540.8,545.5,536.42,540.33,2332700
2009-11-05,543.49,549.77,542.66,548.65,1847700
2009-11-06,547.72,551.78,545.5,551.1,1826700
2009-11-09,555.45,562.58,554.23,562.51,2649900
2009-11-10,562.73,568.78,562,566.76,2230800
2009-11-11,570.48,573.5,565.86,570.56,2319700
2009-11-12,569.56,572.9,565.5,567.85,1886300
2009-11-13,569.29,572.51,566.61,572.05,1666800
2009-11-16,575,576.99,572.78,576.28,2199200
2009-11-17,574.87,577.5,573.72,577.49,1916700
2009-11-18,576.65,578.78,572.07,576.65,1549600
2009-11-19,573.77,574,570,572.99,2168000
2009-11-20,569.5,571.6,569.4,569.96,2006200
2009-11-23,576.49,586.6,575.86,582.35,2547500
2009-11-24,582.52,584.29,576.54,583.09,1605200
2009-11-25,586.41,587.06,582.69,585.74,1461200
2009-11-27,572,582.46,570.97,579.76,1384600
2009-11-30,580.63,583.67,577.11,583,1725100
2009-12-01,588.13,591.22,583,589.87,2320300
2009-12-02,591,593.01,586.22,587.51,1663200
2009-12-03,589.04,591.45,585,585.74,1428700
2009-12-04,593.02,594.83,579.18,585.01,2513600
2009-12-07,584.21,588.69,581,586.25,1636200
2009-12-08,583.5,590.66,582,587.05,1524000
2009-12-09,587.5,589.33,583.58,589.02,1781000
2009-12-10,590.44,594.71,590.41,591.5,1668300
2009-12-11,594.68,594.75,587.73,590.51,1720000
2009-12-14,595.35,597.31,592.61,595.73,1913400
2009-12-15,593.3,596.38,590.99,593.14,2280400
2009-12-16,598.6,600.37,596.64,597.76,2809400
2009-12-17,596.44,597.64,593.76,593.94,2638800
2009-12-18,596.03,598.93,595,596.42,3531500
2009-12-21,597.61,599.84,595.67,598.68,2571200
2009-12-22,601.34,601.5,598.85,601.12,1880800
2009-12-23,603.5,612.87,602.85,611.68,2072700
2009-12-24,612.93,619.52,612.27,618.48,858700
2009-12-28,621.66,625.99,618.48,622.87,1697900
2009-12-29,624.74,624.84,618.29,619.4,1424800
2009-12-30,618.5,622.73,618.01,622.73,1465600
2009-12-31,624.75,625.4,619.98,619.98,1219800
2010-01-04,626.95,629.51,624.24,626.75,1956200
2010-01-05,627.18,627.84,621.54,623.99,3004700
2010-01-06,625.86,625.86,606.36,608.26,3978700
2010-01-07,609.4,610,592.65,594.1,6414300
2010-01-08,592,603.25,589.11,602.02,4724300
2010-01-11,604.46,604.46,594.04,601.11,7212900
2010-01-12,597.65,598.16,588,590.48,4853300
2010-01-13,576.49,588.38,573.9,587.09,6496600
2010-01-14,583.9,594.2,582.81,589.85,4240100
2010-01-15,593.34,593.56,578.04,580,5434500
2010-01-19,581.2,590.42,576.29,587.62,4316700
2010-01-20,585.98,585.98,575.29,580.41,3250700
2010-01-21,583.44,586.82,572.25,582.98,6307700
2010-01-22,564.5,570.6,534.86,550.01,6800400
2010-01-25,546.59,549.88,535.51,540,4419900
2010-01-26,537.97,549.6,536.29,542.42,4355500
2010-01-27,541.27,547.65,535.31,542.1,3964400
2010-01-28,544.49,547,530.6,534.29,3229100
2010-01-29,538.49,540.99,525.61,529.94,4140500
2010-02-01,534.6,535.81,530.3,533.02,2250800
2010-02-02,534.96,534.96,527.61,531.12,4096200
2010-02-03,528.67,542.1,528.23,540.82,2999100
2010-02-04,537,538,525.56,526.78,3377700
2010-02-05,528.4,533.5,522.46,531.29,3156000
2010-02-08,532.5,542,531.53,533.47,2694300
2010-02-09,539.54,541.53,535.07,536.44,2819600
2010-02-10,534.07,537.79,527.69,534.45,2674500
2010-02-11,533.32,540.49,529.5,536.4,2410000
2010-02-12,532.97,537.15,530.5,533.12,2279700
2010-02-16,536.87,544.13,534.3,541.3,3654400
2010-02-17,542,543.4,537.61,538.21,2029700
2010-02-18,537.54,545.01,536.14,543.22,2336900
2010-02-19,540.53,544.03,539.7,540.76,2553100
2010-02-22,547.35,547.5,541,542.8,2144600
2010-02-23,543,543.63,532.29,535.07,2872600
2010-02-24,533.98,538.44,530.51,531.47,2326600
2010-02-25,527.12,528.49,520,526.43,3309200
2010-02-26,527.42,531.75,523.48,526.8,2049300
2010-03-01,529.2,533.29,527.74,532.69,2237900
2010-03-02,535.48,545.66,535.01,541.06,4356800
2010-03-03,542.36,548.12,539.25,545.32,3089400
2010-03-04,546.5,556.13,546.2,554.59,3183800
2010-03-05,561.35,567.67,559.9,564.21,3912200
2010-03-08,564.78,565.18,561.01,562.48,2386400
2010-03-09,559.85,564.66,556.5,560.19,3176600
2010-03-10,563.76,578.5,562.21,576.45,5654900
2010-03-11,574.26,586.21,574.2,581.14,4233300
2010-03-12,588.14,588.28,579.16,579.54,2753400
2010-03-15,566.68,569.45,556,563.18,4653900
2010-03-16,561.83,568.42,560.76,565.2,3431500
2010-03-17,568.3,571.45,564.25,565.56,3321600
2010-03-18,564.72,568.44,562.96,566.4,1777200
2010-03-19,566.23,568,557.28,560,4792400
2010-03-22,556.11,566.85,554.28,557.5,4004800
2010-03-23,557.04,558.31,542,549,5501300
2010-03-24,545.51,559.85,539.7,557.33,6565200
2010-03-25,559.02,572,558.66,562.88,3930900
2010-03-26,565.27,567.39,560.02,562.69,2696200
2010-03-29,563,564.72,560.57,562.45,3104500
2010-03-30,562.83,567.63,560.28,566.71,1977900
2010-03-31,565.05,569.74,562.81,567.12,3030800
2010-04-01,571.35,573.45,565.55,568.8,2102700
2010-04-05,570.9,574.88,569,571.01,1901500
2010-04-06,569.46,570.89,565.4,568.22,2060100
2010-04-07,567.3,568.75,561.86,563.54,2581000
2010-04-08,563.32,569.85,560.05,567.49,1947500
2010-04-09,567.49,568.77,564,566.22,2056600
2010-04-12,567.35,574,566.22,572.73,2352400
2010-04-13,572.53,588.88,571.13,586.77,3912300
2010-04-14,590.06,592.34,584.01,589,3402700
2010-04-15,592.17,597.84,588.29,595.3,6761800
2010-04-16,563,568.81,549.63,550.15,12235500
2010-04-19,548.75,553.99,545,550.1,3894000
2010-04-20,554.17,559.66,551.06,555.04,2977400
2010-04-21,556.46,560.25,552.16,554.3,2391500
2010-04-22,552,552.5,543.35,547.06,3280700
2010-04-23,547.25,549.32,542.27,544.99,2089400
2010-04-26,544.97,544.99,529.21,531.64,4368800
2010-04-27,528.95,538.33,527.23,529.06,3844700
2010-04-28,532.1,534.83,521.03,529.19,3406100
2010-04-29,533.37,536.5,526.67,532,3058900
2010-04-30,531.13,537.68,525.44,525.7,2435400
2010-05-03,526.5,532.92,525.08,530.6,1857800
2010-05-04,526.52,526.74,504.21,506.37,6076300
2010-05-05,500.98,515.72,500.47,509.76,4582200
2010-05-06,508.75,517.52,460,498.67,5000100
2010-05-07,499.97,505.32,481.33,493.14,5089000
2010-05-10,513.97,522.82,512.6,521.65,4128000
2010-05-11,515.67,519.88,508.22,509.05,3322600
2010-05-12,512.04,512.04,502,505.39,3851800
2010-05-13,516.5,522,510.37,510.88,3325800
2010-05-14,509.77,510.99,496.25,507.53,4116000
2010-05-17,506.78,508.36,498.35,507.97,2793800
2010-05-18,510,510.97,497.07,498.37,2825500
2010-05-19,496.26,499.44,487.74,494.43,3445700
2010-05-20,485.07,485.58,473.8,475.01,4913300
2010-05-21,469.06,485,464.4,472.05,9690800
2010-05-24,480.73,489.79,476.8,477.16,4345600
2010-05-25,468.15,477.45,464.01,477.07,3017400
2010-05-26,482.07,489.76,475,475.47,3475600
2010-05-27,484.95,492.31,481.05,490.46,2809100
2010-05-28,492.74,493.45,483,485.63,2894800
2010-06-01,480.43,491.06,480.12,482.37,2666800
2010-06-02,486.68,493.87,481.46,493.37,2540800
2010-06-03,495.11,508,494.7,505.6,3650700
2010-06-04,499.72,509.25,496.7,498.72,3920300
2010-06-07,499.06,500.91,483.15,485.52,3632700
2010-06-08,487.85,488.84,477.54,484.78,2685100
2010-06-09,487.22,488.88,472,474.02,2729000
2010-06-10,480.37,488.5,475.84,487.01,2577900
2010-06-11,482.5,488.71,481.62,488.5,1781700
2010-06-14,494.48,494.5,483.19,483.19,2040400
2010-06-15,483.08,500.4,482.18,497.99,4259600
2010-06-16,496.17,504,496.11,501.27,2289300
2010-06-17,503.45,505.87,496.69,500.08,1977300
2010-06-18,502.51,503.47,498.13,500.03,2872900
2010-06-21,499.9,500.97,484.89,488.56,2983500
2010-06-22,489.9,496.6,485.73,486.25,2219700
2010-06-23,486.89,486.89,478.16,482.05,2029100
2010-06-24,479.66,482.75,473.26,475.1,1893600
2010-06-25,477.06,477.65,470.56,472.68,2245200
2010-06-28,472.59,477.55,469.01,472.08,1762300
2010-06-29,463.44,464.55,451.12,454.26,3502100
2010-06-30,454.96,457.83,444.72,444.95,3603200
2010-07-01,445.29,448.4,433.63,439.49,3513600
2010-07-02,441.62,442.28,436,436.55,1936000
2010-07-06,444,447.67,433.63,436.07,2560100
2010-07-07,438.31,451.29,435.38,450.2,3129700
2010-07-08,453.55,457.33,449.66,456.56,2668900
2010-07-09,471.96,473.26,462.78,467.49,4331500
2010-07-12,472.37,479.44,471.08,475.83,3334400
2010-07-13,482.25,492.99,480.28,489.2,3976300
2010-07-14,489.88,493.83,486.46,491.34,3118000
2010-07-15,491.73,494.7,482.68,494.02,4858200
2010-07-16,469.12,470.56,459.52,459.61,7824800
2010-07-19,461.01,469.65,457.52,466.18,4550300
2010-07-20,461.03,482.99,460.6,481.59,4054500
2010-07-21,484,485.7,475.43,477.5,3279600
2010-07-22,483.23,488.98,482.48,484.81,2147700
2010-07-23,480.77,490.59,480.01,490.06,2264400
2010-07-26,489.09,490.75,484.88,488.97,1995200
2010-07-27,490.58,497.5,490.17,492.63,2451200
2010-07-28,494.94,495.25,482.67,484.35,2496000
2010-07-29,485.95,488.88,479.33,484.99,2675500
2010-07-30,479.65,487.36,479.14,484.85,2144100
2010-08-02,488.99,493.28,486.94,490.41,1858700
2010-08-03,490.5,492.46,486.76,489.83,1802300
2010-08-04,492.18,507,491.05,506.32,3812500
2010-08-05,505.89,508.6,503.56,508.1,2420400
2010-08-06,505.4,505.74,496.05,500.22,3319500
2010-08-09,502.25,505.5,501.36,505.35,1872200
2010-08-10,502.35,506,498.57,503.71,2074000
2010-08-11,497.73,498,491.5,491.74,2223000
2010-08-12,483.94,494.75,482.51,492.01,2204600
2010-08-13,489,491.19,486.01,486.35,1934700
2010-08-16,483.68,489.87,480.5,485.59,1305000
2010-08-17,488.53,494.7,486.03,490.52,1890700
2010-08-18,490.44,490.87,481.55,482.15,2686400
2010-08-19,481.01,482.51,467.25,467.97,3925000
2010-08-20,467.97,471.59,461.02,462.02,3917600
2010-08-23,461.5,468.25,457.73,464.07,2986200
2010-08-24,457.7,458.37,450.92,451.39,2762700
2010-08-25,450,457.81,450,454.62,2592100
2010-08-26,456.06,457.26,450.44,450.98,1777000
2010-08-27,452.56,459.99,447.65,458.83,2312400
2010-08-30,459.15,459.76,452.42,452.69,1231400
2010-08-31,450.11,454.87,448,450.02,1946800
2010-09-01,454.98,464.94,452.5,460.33,3228300
2010-09-02,462.84,464.43,460.31,463.18,1684200
2010-09-03,470.52,471.88,467.44,470.3,2540400
2010-09-07,464.5,467.59,463.02,464.4,1709900
2010-09-08,465.19,472.5,464.51,470.58,2401800
2010-09-09,477.83,480.4,470.58,476.18,2430600
2010-09-10,479.02,479.79,475.08,476.14,1974300
2010-09-13,480.9,484.35,479.53,482.27,2241500
2010-09-14,482.01,484.75,480.08,480.43,2216500
2010-09-15,479.95,481.89,478.5,480.64,2402800
2010-09-16,479.95,482.45,479.41,481.06,1969500
2010-09-17,483.75,491.2,481.18,490.15,5641600
2010-09-20,492.5,510.41,492.06,508.28,4403500
2010-09-21,509.68,519.98,508.91,513.46,4466300
2010-09-22,512.86,517.78,511.68,516,2537100
2010-09-23,514.61,519.69,511.3,513.48,2317400
2010-09-24,521.74,527.83,518.26,527.29,3356900
2010-09-27,528.85,536.85,528.85,530.41,3107400
2010-09-28,533.48,533.59,518.45,527.17,3654700
2010-09-29,527.85,532.94,524.71,527.69,2172200
2010-09-30,529.16,531.87,518.92,525.79,3244100
2010-10-01,530,530.62,523,525.62,2225000
2010-10-04,524.95,528.25,518.85,522.35,1940500
2010-10-05,528.38,540,526.55,538.23,3507100
2010-10-06,539.26,539.95,529.94,534.35,2762300
2010-10-07,536.21,537.2,529.14,530.01,2395800
2010-10-08,532.77,537.6,527.62,536.35,2859200
2010-10-11,538.48,544.6,537.17,538.84,2626300
2010-10-12,540.12,545.99,537.79,541.39,3753600
2010-10-13,547,547.49,542.33,543.3,3055600
2010-10-14,544.18,545.25,537.11,540.93,6634100
2010-10-15,599.27,601.64,591.6,601.45,14824800
2010-10-18,600.55,619.69,600.55,617.71,7098200
2010-10-19,608.85,614.82,602.86,607.83,4587900
2010-10-20,608.14,617.38,607.5,607.98,3525100
2010-10-21,611.51,616,606,611.99,2920500
2010-10-22,611.92,614.82,610.05,612.53,2256100
2010-10-25,615.59,624.74,614.97,616.5,3158400
2010-10-26,613.1,621.23,611.03,618.6,2512900
2010-10-27,615.77,620,612.33,616.47,2241900
2010-10-28,620.05,621,613.3,618.58,2184300
2010-10-29,617.07,619,612.99,613.7,2278300
2010-11-01,615.73,620.66,611.21,615,3087100
2010-11-02,618.67,620,614.58,615.6,1997600
2010-11-03,617.5,621.83,613.5,620.18,3380500
2010-11-04,624.64,629.92,622.1,624.27,3570800
2010-11-05,623.18,625.49,621.11,625.08,1765700
2010-11-08,624.02,629.49,623.13,626.77,2101300
2010-11-09,630,630.85,620.51,624.82,2237200
2010-11-10,622.08,623,617.51,622.88,2497000
2010-11-11,619.7,619.85,614.21,617.19,2261600
2010-11-12,613.99,616.9,601.21,603.29,3393000
2010-11-15,603.08,604,594.05,595.47,3478900
2010-11-16,592.76,597.89,583.45,583.72,3307400
2010-11-17,585,589.5,581.37,583.55,2442500
2010-11-18,589,599.98,588.56,596.56,2590000
2010-11-19,597,597.89,590.34,590.83,2297500
2010-11-22,587.47,593.44,582.75,591.22,2186600
2010-11-23,587.01,589.01,578.2,583.01,2162600
2010-11-24,587.31,596.6,587.05,594.97,2396400
2010-11-26,590.46,592.98,587,590,1311100
2010-11-29,589.17,589.8,579.95,582.11,2859700
2010-11-30,574.32,574.32,553.31,555.71,7117400
2010-12-01,563,571.57,562.4,564.35,3754100
2010-12-02,568.66,573.33,565.35,571.82,2547900
2010-12-03,569.45,576.48,568,573,2631200
2010-12-06,580.57,582,576.61,578.36,2093800
2010-12-07,591.27,593,586,587.14,3042200
2010-12-08,591.97,592.52,583.69,590.54,1756900
2010-12-09,593.88,595.58,589,591.5,1868900
